Restaurant ID,Restaurant Name,City,country name,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
18354994,Chinese Food Corner,New Delhi,India,"179, Near Jain Sweet, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.172967,28.55683,indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18354996,The Yolmo Kitchen,New Delhi,India,"Rama Market, Near Slice of Italy, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.170693,28.558862,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18354998,Kirti Food Plaza,New Delhi,India,"C-249, Rama Market, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.170643,28.558084,indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18355004,Cafe Point,New Delhi,India,"C-42, Main Road, Industrial Area, Okhla Phase 2, New Delhi",Okhla Phase 2,"Okhla Phase 2, New Delhi",77.278399,28.534415,FAST FOOD,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18355013,Haochi,Noida,India,"Shop 1 & 2, Lower Ground Floor, Hyde Park, Commercial Complex, Sector 78, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",0,0,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
18355037,1990's,New Delhi,India,"KG-1/423, Ground Floor, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.079605,28.638498,indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,15
18355106,Arabian Nites,Gurgaon,India,"A - 133, Ground Floor, Super Mart 1, DLF Phase 4, Gurgaon","Supermart 1, DLF Phase 4","Supermart 1, DLF Phase 4, Gurgaon",77.086875,28.462502,Lebanese,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,158
18355107,Tibb's Frankie,New Delhi,India,"E-778, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.253436,28.536392,FAST FOOD,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,16
18355110,Curries & Kebabs,New Delhi,India,"Shop 155, Bhagwan Nagar Chowk, Near Jeewan Hospital, Near Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.258341,28.579185,indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,7
18355111,Munch Brunch Cafe,New Delhi,India,"245- A, Sant Nagar, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.248821,28.555698,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
18355112,Burger Point,Faridabad,India,"Shop 105, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.322077,28.394974,FAST FOOD,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,24
18355115,Piyu Fast Food,New Delhi,India,"252, Sant Nagar, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.249575,28.555502,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18355117,Al- Laziz,New Delhi,India,"252, Nazar Singh Place,Sant Nagar, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.249723,28.555669,Mughlai,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18355119,Al- Sheikh,New Delhi,India,"Community Center, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.245796,28.558387,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
18355121,Delicious Eating Corner,New Delhi,India,"Shop 2 & 3, DDA Mini Market, Opposite Wine Shop, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.251112,28.547168,indian,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18355123,Joost Juice Bar,New Delhi,India,"Ground Floor, Epicuria Food Mall, Nehru Place, New Delhi","Epicuria Food Mall, Nehru Place","Epicuria Food Mall, Nehru Place, New Delhi",77.251741,28.551441,Juices,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,9
18355127,Muradabadi Shahi Biryani & Chicken Corner,New Delhi,India,"A-181, Sukhdev Market, Kotla Mubarakpur, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.228615,28.574117,Mughlai,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18355137,Kalka's Food Centre,New Delhi,India,"Shop 3, B Block, Khasra 24, Opposite Anupam Appartments, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",77.206249,28.51838,indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18355138,Grill Master,New Delhi,India,"106, Ground Floor, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.168557,28.587647,FAST FOOD,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,26
18355141,Abdullah Biryani Centre,New Delhi,India,"IGNOU Road, Neb Sarai, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",77.198759,28.505561,Biryani,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18355143,Shree Balaji Bhojnalaya,New Delhi,India,"Maidangarhi Bus Stand, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",77.196736,28.500507,indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18355145,Janta Canteen,New Delhi,India,"Maidangarhi Bus Stand, IGNOU Road, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",77.197038,28.50086,indian,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18355146,Galina Restaurant,New Delhi,India,"DE 82, Ground Floor, Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.116353,28.64619,indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,38
18355147,Star Restaurant,New Delhi,India,"Westend Marg, Saidullajab, Sainik Farms, New Delhi",Sainik Farms,"Sainik Farms, New Delhi",77.19856,28.517848,indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18355152,Satvik Rasoi,New Delhi,India,"D 14/193, 1st Floor, Sector 7, Opposite Pillar 415, Adjacent to Hari Om Band, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.119707,28.711673,indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,31
18355275,Hungry Folks Food Corner,New Delhi,India,"House 20, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",77.185739,28.54162,FAST FOOD,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
18355419,Nachos And Company,New Delhi,India,"L-1, 3rd Floor, Green Park Extension, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.201847,28.56081,Mexican,700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,14
18356019,The Hub,Faridabad,India,"Huda Market, Sector 9, Faridabad",Sector 9,"Sector 9, Faridabad",77.331562,28.376537,FAST FOOD,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,9
18356045,Punjabi Zaika,Noida,India,"B-2, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.330334,28.587887,indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18356357,La Pino'z Pizza,Gurgaon,India,"Shop 19, 1st floor, Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.05029,28.453036,italian,650,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.5,Yellow,Good,22
18356469,Prost Brew Pub,Hyderabad,India,"882/A Road No 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.40035,17.431477,italian,1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,594
18356773,Mom Hand Momos,New Delhi,India,"Opposite Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.169011,28.587704,Chinese,100,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,8
18356776,Ghar Ka Khana,New Delhi,India,"Neel Kanth Palace, Near Iskcon Temple, Main Road Sant Nagar, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.250769,28.555585,indian,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18356784,Keventers,New Delhi,India,"Food Court, Moments Mall, Patel Road, Near Kirti Nagar Metro Station, Kirti Nagar, New Delhi","Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",77.146721,28.656858,Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,11
18356794,Pal Restaurant,New Delhi,India,"Plot 6, Punjabi Market, Vishnu Nagar, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.101453,28.644535,indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18356795,Metropolitan Cafe,New Delhi,India,"A-2/269, Road 2, Near Good Luck Hotel, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.12573,28.547703,indian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
18356797,Jain Sweets & Bakers,New Delhi,India,"A Block, Near Main Red Light Chowk, Opposite Vishal Mega Mart, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.124741,28.546981,indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18356798,WOW Zaika,Noida,India,"Rajat Vihar, Sector 62, Noida",Sector 62,"Sector 62, Noida",0,0,indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18356800,BarShala,New Delhi,India,"4, New Delhi Airport Express Mall, Opposite New Delhi Railway Station, Ajmeri Gate, Near Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.224386,28.641786,Finger Food,600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,14
18356801,Baskin Robbins,Noida,India,"Attrium Ground Floor, Garden Galleria Mall, Sector 38, Noida",Sector 38,"Sector 38, Noida",77.321629,28.56483,Ice Cream,300,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,2
18356808,Coalition Cafe,New Delhi,India,"2530, 3rd Floor, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.204432,28.694553,Cafe,800,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,34
18356811,Hungry Hut,New Delhi,India,"Main Vasant Kunj Road, Opposite OBC Bank, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.129191,28.542075,indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,6
18356812,The Sweet Spot,New Delhi,India,"25, Central Lane, Bengali Market, Mandi House, New Delhi",Mandi House,"Mandi House, New Delhi",77.23058,28.630483,bakery,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
18356817,Grill Zone,New Delhi,India,"A-4 DDA Market, Near Saakshara Apartments, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.109536,28.672796,FAST FOOD,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,23
18356819,Mathura Lassi Wala,New Delhi,India,"K-Block, Rangpuri Road, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.125056,28.543829,indian,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18356840,Lets Bake Love,New Delhi,India,"A 155, Near Samara Honda, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.240304,28.573524,bakery,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,4
18357109,Chanky Restruoo,New Delhi,India,"20, Krishna Nagar, Near Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.195493,28.562695,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,12
18357525,EDC Mania,New Delhi,India,"95-1/2 Gautam Nagar, Yusuf Sarai, New Delhi",Yusuf Sarai,"Yusuf Sarai, New Delhi",77.213266,28.561666,FAST FOOD,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18357527,Treat Up Cafe and Restaurant,New Delhi,India,"House 20F, Basement, Gali 1, Krishna Nagar, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.195418,28.562741,american,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,31
18357529,Mr. Bake,New Delhi,India,"L-96, Shubraj Complex, Labour Chowk, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.124298,28.543451,bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18357533,New Zaika Kathi Rolls,New Delhi,India,"Shop 6, Plot 5, Pocket H, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.291799,28.535125,FAST FOOD,300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
18357534,Malabar Style Kitchen,New Delhi,India,"K-311, Gali No. 4, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.124928,28.542901,Kerala,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18357541,Mukesh Bhojnalaya,New Delhi,India,"K-4, Shop 159, Rangpuri Road, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.124854,28.543053,indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18357542,Food For Thought,New Delhi,India,"14, Navjivan Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.200138,28.532233,indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,55
18357543,Mirchievous,Noida,India,"Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","Ganga Shopping Complex, Sector 29, Noida",77.335109,28.567856,indian,650,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,44
18357544,The Paradise Biryani,Gurgaon,India,"Pink Town House Market, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.099497,28.494209,indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,22
18357548,Book Food Kitchen,Noida,India,"Shop 4, Exotica Fresco, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.406126,28.513177,indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,19
18357551,Chinese Corner,New Delhi,India,"A-263, Vishwakarma Colony, MB Road, Near, Okhla Phase 1, New Delhi",Okhla Phase 1,"Okhla Phase 1, New Delhi",77.287261,28.501844,indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18357554,Bhashi Caterers,New Delhi,India,"Shastri Market, Bhogal, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.251561,28.581902,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,3
18357557,Shri Ram Sweets,New Delhi,India,"57, Bhagwan Nagar, Gurudwara Bala Sahib Road, Ashram, Near Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.258431,28.579283,indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18357558,The Zest,New Delhi,India,"3rdFloor, Handloom Hand, Near Janpath Metro Station,  Gate 2, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.219572,28.627278,indian,1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,11
18357561,Bigbee,New Delhi,India,"Shop A5, B4, DDA Market, Keshavpuram, Lawrence Road, New Delhi",Lawrence Road,"Lawrence Road, New Delhi",77.158043,28.691676,bakery,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18357562,Chawla Snacks,New Delhi,India,"7/22, Masjid Road, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.246775,28.582688,indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
18357566,Royal Bakery,New Delhi,India,"F- 92, Hanuman Market, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.172721,28.557726,bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18357568,Chicken Point,New Delhi,India,"Shop 81, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",77.193671,28.569979,indian,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18357570,Cafe Cup of Life,Gurgaon,India,"6B, New Colony, Circular Road, Sector 7, Gurgaon",Sector 7,"Sector 7, Gurgaon",77.016259,28.468138,FAST FOOD,550,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,45
18357573,Choco N Lush,Noida,India,"Sector 51, Noida",Sector 51,"Sector 51, Noida",77.367245,28.578305,bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18357819,Nutri Lunch,New Delhi,India,"B-422, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.29212,28.532939,indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18357911,Tourist Janpath,New Delhi,India,"1, Scindia House, Janpath Road, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.219605,28.629143,american,2000,Indian Rupees(Rs.),Yes,No,No,No,4,4.1,Green,Very Good,501
18357912,KC Bakers,Gurgaon,India,"3/5, Khandsa Road, Sector 8, Gurgaon",Sector 8,"Sector 8, Gurgaon",77.022728,28.455974,bakery,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,13
18357939,Devika Restaurant,New Delhi,India,"373-A, Pocket-N, Near Sarita Vihar Police Chowki, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.298561,28.537853,indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18357940,Zabardast Indian Kitchen,New Delhi,India,"E-13/29, Ground Floor, Middle Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22218,28.632599,indian,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.7,Dark Green,Excellent,242
18357941,Facebook Fast Food,New Delhi,India,"Shop 1, Madan Pur Khadar, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.2991,28.53356,indian,750,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18357943,Shama Muradabadi Chicken Biryani,New Delhi,India,"Shop 3, 4B, Choudhry Nathu Singh Market, Main Road, Madanpur Khadar, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.299059,28.533459,Mughlai,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18357944,Desi Bites,Gurgaon,India,"Plot 410, Near Medanta, Sector 39, Gurgaon",Sector 39,"Sector 39, Gurgaon",77.046147,28.439567,FAST FOOD,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18357945,The Daily,Gurgaon,India,"3-5, Shiv Narayan Complex, Near Prachin Hanuman Mandir, Sikandarpur, Gurgaon",Sikandarpur,"Sikandarpur, Gurgaon",77.096762,28.48348,FAST FOOD,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18357946,Dunkin' Donuts,New Delhi,India,"Pacific Mall, Second Floor, Subhash Nagar, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.106429,28.642405,FAST FOOD,600,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,36
18357948,Sansar Hotel,New Delhi,India,"E Block, Chauhan Market, Near DDA Market, Sarita Vihar, New Delhi",Sarita Vihar,"Sarita Vihar, New Delhi",77.297664,28.532348,indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18357954,Punjabi Delight,New Delhi,India,"863, Gandhi Nagar Road, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.215591,28.712637,indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18357956,Rara Dragon,New Delhi,India,"825/4, Arjun Nagar, Opposite, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.227294,28.572911,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18357957,Shri Rudram,New Delhi,India,"AA-13, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.167388,28.708241,indian,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,5
18357958,Roll Corner,New Delhi,India,"Near Mool Chand Metro Station, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.253928,28.561708,FAST FOOD,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
18357972,Satnaam Foods,New Delhi,India,"101 A, Pratap Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",0,0,indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18358157,Kowloon Express,New Delhi,India,"Shop 11/12, DDA Market, Mount Kailash, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.247494,28.553211,FAST FOOD,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,17
18358162,Laziz Chinese Fast Food,New Delhi,India,"Kalka Devi Marg, Near DDA Park, East of Kailash, New Delhi",East of Kailash,"East of Kailash, New Delhi",77.243823,28.559746,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18358164,The Punter House,New Delhi,India,"2nd & 3rd Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.167254,28.587707,indian,800,Indian Rupees(Rs.),Yes,No,No,No,2,3.7,Yellow,Good,177
18358165,Tandoori Theka,New Delhi,India,"C-8, Opposite Metro Pillar 717, Kiran Garden, Main Najafgarh Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.048576,28.620634,indian,450,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,2
18358168,Sam's 22,New Delhi,India,"Shop A-3/A1, Main Road, Vishwakarma Colony, Okhla Phase 1, New Delhi",Okhla Phase 1,"Okhla Phase 1, New Delhi",77.287242,28.501294,FAST FOOD,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18358171,Costa Coffee,New Delhi,India,"E-23, 1st Floor, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.22082,28.567681,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,6
18358175,Costa Coffee,Gurgaon,India,"Medanta - The Medicity Hospital, Sector 38, Near Sector 39, Gurgaon",Sector 39,"Sector 39, Gurgaon",0,0,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18358182,Jeet Pizza,New Delhi,India,"QU Block Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.141626,28.712231,FAST FOOD,200,Indian Rupees(Rs.),No,Yes,No,No,1,0,White,Not rated,3
18358183,Hangout Cafe,Gurgaon,India,"16 C, Opposite Lady of Fatima Convent School, New Colony, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.019689,28.465356,FAST FOOD,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,27
18358184,Aurangzeb Rd,New Delhi,India,"C 126, 2nd Floor, Phase 1, Naraina, New Delhi",Naraina,"Naraina, New Delhi",77.136724,28.628253,indian,500,Indian Rupees(Rs.),No,Yes,Yes,No,2,3.4,Orange,Average,23
18358189,Yomo-Your Only Momo Outlet,Gurgaon,India,"Unitech Cyber Park, Sector 39, Gurgaon",Sector 39,"Sector 39, Gurgaon",77.049638,28.453214,FAST FOOD,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
18358190,Cafe Coffee Day,Noida,India,"Unitech Infospace, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.403896,28.499566,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
18358191,Pichli Gali,Noida,India,"Shop 3, RN 37, B Block Market, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.370171,28.619345,FAST FOOD,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
18358201,Peppers & Pipes,New Delhi,India,"Shop 8, SG Complex, GU Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.145236,28.714757,italian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,15
18358206,Madras Cafe,New Delhi,India,"K-9, Arya Samaj Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.058258,28.618987,indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
18358207,Flavours Kitchen,New Delhi,India,"G-4, Local Shopping Complex, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.189808,28.701484,indian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
18358295,Food Box,New Delhi,India,"House 70, Shop 2, Indra Vihar, Opposite International Girls Hostel, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.212177,28.706401,FAST FOOD,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
18358654,Scoops,New Delhi,India,"E-1, Bal Udyan Road, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.05802,28.620383,FAST FOOD,200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,9
18358657,Shahi Chicken Corner,New Delhi,India,"L-25, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.123842,28.546177,Mughlai,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
18358661,Kaka De Dhaba,New Delhi,India,"Badam Singh Market, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.122854,28.545455,indian,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18358662,Costa Coffee,Noida,India,"Jaypee Hospital, Wish Town, Gautam Buddha Nagar, Sector 128, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.368152,28.525589,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
18358663,Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,New Delhi,India,"Shop 1, Badam Singh Market, Rangpuri Bus Stop, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.118141,28.541512,indian,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
18358665,Coffee Shop,New Delhi,India,"Dee Marks Hotel & Resort, Adjoining Shiv Murti, NH 8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.113774,28.535442,indian,1000,Indian Rupees(Rs.),No,No,No,No,3,0,White,Not rated,0
18358667,Mahinder Food Corner,New Delhi,India,"Priya Complex, Vasant Vihar, New Delhi",Vasant Vihar,"Vasant Vihar, New Delhi",77.164584,28.557752,indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
