Restaurant ID,Restaurant Name,City,country name,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
53,Amber,New Delhi,India,"N-19, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.220891,28.630197,indian,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.6,Orange,Average,152
55,Berco's,New Delhi,India,"G-2/43, Middle Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.217298,28.632452,Chinese,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,2639
60,Colonel's Kababz,New Delhi,India,"29, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230591,28.574036,indian,900,Indian Rupees(Rs.),Yes,No,No,No,2,3.2,Orange,Average,600
64,Diva - The Italian Restaurant,New Delhi,India,"M-8A, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.243186,28.534202,italian,2500,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.8,Yellow,Good,372
66,Embassy,New Delhi,India,"11-D, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.221003,28.633679,indian,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.5,Yellow,Good,706
67,Fa Yian,New Delhi,India,"A-25/5, Middle Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.217298,28.632811,Chinese,1200,Indian Rupees(Rs.),Yes,No,No,No,3,4,Green,Very Good,412
69,Chungwa,New Delhi,India,"M-34, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.243138,28.533914,Chinese,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.3,Orange,Average,489
73,Ichiban,New Delhi,India,"9, Pandara Road Market, New Delhi",Pandara Road Market,"Pandara Road Market, New Delhi",77.229789,28.608071,Chinese,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,768
89,Naivedyam,New Delhi,India,"Shop 1, Hauz Khas Village, New Delhi",Hauz Khas Village,"Hauz Khas Village, New Delhi",77.195275,28.555157,indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,4.2,Green,Very Good,1627
93,Princess Garden,New Delhi,India,"E-32, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.219229,28.568428,indian,1200,Indian Rupees(Rs.),Yes,No,No,No,3,2.7,Orange,Average,31
103,Veg Gulati,New Delhi,India,"8, Pandara Road Market, New Delhi",Pandara Road Market,"Pandara Road Market, New Delhi",77.229805,28.608072,indian,1200,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,600
104,Woks - The Lalit New Delhi,New Delhi,India,"The Lalit, Barakhamba Avenue, Barakhamba Road, New Delhi","The Lalit New Delhi, Barakhamba Road","The Lalit New Delhi, Barakhamba Road, New Delhi",77.227277,28.631407,Chinese,4500,Indian Rupees(Rs.),Yes,No,No,No,4,3.6,Yellow,Good,62
112,Lotus Pond,New Delhi,India,"K-185, Surai Jullena, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.270476,28.561641,Chinese,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,391
131,Chopsticks,New Delhi,India,"The Village Restaurant Complex, Next to Sirifort Auditorium, Khel Gaon Marg, New Delhi","The Village Restaurant Complex, Khel Gaon Marg","The Village Restaurant Complex, Khel Gaon Marg, New Delhi",77.21339,28.552544,Chinese,1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,350
134,Moti Mahal Delux,New Delhi,India,"11, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230187,28.573594,indian,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,130
143,Domino's Pizza,New Delhi,India,"M-42, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.222896,28.633231,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,336
147,Subway,New Delhi,India,"M-57, 1st Floor, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.234992,28.550521,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,115
148,Subway,New Delhi,India,"3, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.251157,28.550175,FAST FOOD,500,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,142
149,Subway,New Delhi,India,"54, The India Mall, Community Centre, New Friends Colony, New Delhi","The India Mall, New Friends Colony","The India Mall, New Friends Colony, New Delhi",77.268517,28.56147,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,1.9,Red,Poor,146
154,Subway,New Delhi,India,"8-C, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.22601,28.59986,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,188
157,Subway,Gurgaon,India,"SG-102, Ground Floor, DLF Galleria, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.081404,28.467614,FAST FOOD,500,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,125
158,Subway,Gurgaon,India,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.093087,28.475689,FAST FOOD,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,46
159,Subway,Gurgaon,India,"Shop 4A, 3rd Floor, Food Court, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.080212,28.480476,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,81
166,Punjabi By Nature,Noida,India,"P-19, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.324842,28.569006,indian,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.7,Yellow,Good,770
171,McDonald's,New Delhi,India,"Community Centre, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.163656,28.557486,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,202
175,McDonald's,New Delhi,India,"Shop 2, PVR Anupam Complex, Community Centre, Saket, New Delhi",PVR Anupam Complex,"PVR Anupam Complex, New Delhi",77.20765,28.523354,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,219
176,McDonald's,New Delhi,India,"Shop 23, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.133176,28.670339,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,141
177,McDonald's,New Delhi,India,"P-14, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.216411,28.632313,FAST FOOD,500,Indian Rupees(Rs.),No,No,No,No,2,3.8,Yellow,Good,388
179,McDonald's,New Delhi,India,"BG-02, Ansal Plaza Mall, Khel Gaon Marg, New Delhi","Ansal Plaza Mall, Khel Gaon Marg","Ansal Plaza Mall, Khel Gaon Marg, New Delhi",77.224359,28.562555,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,48
180,McDonald's,New Delhi,India,"F-14 & 15, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",77.190122,28.705946,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,122
181,McDonald's,New Delhi,India,"Near Grindlays Cinema, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.268936,28.561366,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,127
182,McDonald's,New Delhi,India,"42, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.219206,28.626629,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,158
185,McDonald's,New Delhi,India,"R 1, Janak Place, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.081921,28.629937,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,179
186,McDonald's,New Delhi,India,"2, Rachna Cinema Complex, Rajendra Place, New Delhi",Rajendra Place,"Rajendra Place, New Delhi",77.177111,28.642674,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,91
188,McDonald's,New Delhi,India,"Vishal Cinema Complex, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.120756,28.649981,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,161
189,McDonald's,New Delhi,India,"ISBT, Railway Station, Kashmiri Gate, New Delhi",Kashmiri Gate,"Kashmiri Gate, New Delhi",77.229334,28.667644,FAST FOOD,500,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,132
191,McDonald's,New Delhi,India,"M2K, Manglam Palace, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.11679,28.701002,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,108
192,McDonald's,New Delhi,India,"E-31/32, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.21916,28.568446,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,167
194,McDonald's,New Delhi,India,"M2K Multiplex, Community Centre, Road 44, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.133101,28.689324,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,58
195,McDonald's,New Delhi,India,"9-B & C, Cross River Mall, Karkardooma, New Delhi","Cross River Mall, Karkardooma","Cross River Mall, Karkardooma, New Delhi",77.30228,28.657631,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,77
196,McDonald's,New Delhi,India,"Shop 1, Plot 45, Satyam Cinema Complex, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.251157,28.550175,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,177
197,Domino's Pizza,New Delhi,India,"15/16/16-A, Plot 9-D, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma","Aditya Mega Mall, Karkardooma, New Delhi",77.301634,28.656453,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,83
198,Domino's Pizza,New Delhi,India,"2-4 & 25-27, Pocket B, Ground Floor, DDA Market, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Ashok Vihar Phase 3, New Delhi",77.177817,28.692417,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,101
199,Domino's Pizza,New Delhi,India,"A-1, DDA Shopping Complex, Near Moolchand Flyover, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.233061,28.566159,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,78
201,Domino's Pizza,New Delhi,India,"18/27, East Patel Nagar Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17262,28.64534,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,119
202,Domino's Pizza,New Delhi,India,"M-83, Main Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.242837,28.532187,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,138
203,Domino's Pizza,New Delhi,India,"S-27, Ground Floor, Main Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.202341,28.5566,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,238
209,Domino's Pizza,New Delhi,India,"C-7, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.211528,28.536324,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor,185
212,Domino's Pizza,New Delhi,India,"32-33, Grandlays Cinema Complex, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.268846,28.561357,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,95
213,Domino's Pizza,New Delhi,India,"1 & 2, Block A-5 B, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.10437,28.676861,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,111
214,Domino's Pizza,New Delhi,India,"1 & 21 KD, Ground Floor, DDA Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.139456,28.699259,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,73
215,Domino's Pizza,New Delhi,India,"30, Aditya Arcade, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.29495,28.639333,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,102
216,Domino's Pizza,New Delhi,India,"27-28, Central Market West, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.13436,28.671141,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,112
217,Domino's Pizza,New Delhi,India,"J-2/20, Ground Floor, BK Dutta Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.118649,28.647111,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,194
218,Domino's Pizza,New Delhi,India,"10/11, Garg Mall, Community Center, Rohini, New Delhi",Rohini,"Rohini, New Delhi",77.114088,28.73481,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,123
219,Domino's Pizza,New Delhi,India,"11, PVR Anupam Complex, Community Centre",PVR Anupam Complex,"PVR Anupam Complex, New Delhi",77.207552,28.523269,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,253
220,Domino's Pizza,New Delhi,India,"6-7, Commercial Shopping Complex, Shanti Niketan Marg, New Delhi",Shanti Niketan Marg,"Shanti Niketan Marg, New Delhi",77.168408,28.577132,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,85
225,Domino's Pizza,Gurgaon,India,"UGF/RTC 9, Building 8, Tower C, DLF- 2, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.089048,28.494525,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,125
226,Domino's Pizza,Gurgaon,India,"Food Court, 3rd Floor, DLF Mega Mall, DLF Phase 1, Gurgaon","DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.093083,28.475776,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,30
227,Domino's Pizza,Gurgaon,India,"G-4/5, Central Plaza Mall, Golf Course Road, Gurgaon","Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.101007,28.442867,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,104
230,Domino's Pizza,Gurgaon,India,"4-C, Ground Floor, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",Omaxe Gurgaon Mall,"Omaxe Gurgaon Mall, Gurgaon",77.043178,28.411395,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,112
234,Nirula's,New Delhi,India,"B-10, DDA Market, Vasant Kunj, New Delhi",Vasant Kunj,"Vasant Kunj, New Delhi",77.153802,28.531431,FAST FOOD,1100,Indian Rupees(Rs.),No,Yes,No,No,3,3,Orange,Average,145
249,Pizza Hut,New Delhi,India,"M-20, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.222822,28.632218,FAST FOOD,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.5,Yellow,Good,541
250,Pizza Hut,New Delhi,India,"FA 7 & 8, Metro Walk Mall, Sector 11, Rohini, New Delhi","Metro Walk Mall, Rohini","Metro Walk Mall, Rohini, New Delhi",77.113684,28.724163,FAST FOOD,1000,Indian Rupees(Rs.),No,No,No,No,3,2.8,Orange,Average,83
252,Pizza Hut,New Delhi,India,"V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.286103,28.637001,FAST FOOD,1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.4,Red,Poor,224
254,Pizza Hut,Gurgaon,India,"Centerpoint, A Block, Phase 1, Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.074619,28.468406,FAST FOOD,1000,Indian Rupees(Rs.),No,Yes,No,No,3,2.8,Orange,Average,80
256,Pizza Hut,New Delhi,India,"12, PVR Anupam Complex, Community Centre",Saket,"Saket, New Delhi",77.207607,28.52336,FAST FOOD,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.1,Orange,Average,237
257,Pizza Hut,New Delhi,India,"G-5, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.14964,28.694138,FAST FOOD,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.3,Orange,Average,211
259,Pizza Hut,New Delhi,India,"S-32, Main Road Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.202026,28.556346,FAST FOOD,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.3,Orange,Average,276
261,Pizza Hut,New Delhi,India,"58, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.219513,28.627511,FAST FOOD,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.4,Orange,Average,116
262,Pizza Hut,New Delhi,India,"41, Basant Lok Market, Vasant Vihar, New Delhi","Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16408,28.557509,FAST FOOD,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.1,Orange,Average,161
267,Pizza Hut Delivery,New Delhi,India,"19-20, Grandlay Cinema Building, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.268846,28.561357,FAST FOOD,800,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,189
270,Isabella,Gurgaon,India,"KG-5 C, Ground Floor, Tower C, Cyber Greens, DLF Cyber City, Gurgaon","Cyber Greens, DLF Cyber City","Cyber Greens, DLF Cyber City, Gurgaon",77.092824,28.493723,indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,191
278,Nooba,Gurgaon,India,"Premises 2G, Building 10, Tower A, DLF Cyber City, Gurgaon",DLF Cyber City,"DLF Cyber City, Gurgaon",77.087564,28.494248,Chinese,1500,Indian Rupees(Rs.),No,No,No,No,3,3.8,Yellow,Good,333
285,Not Just Paranthas,New Delhi,India,"M-84, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.242662,28.532309,indian,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,487
305,Sagar Ratna,New Delhi,India,"18, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230322,28.573383,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,782
306,Sagar Ratna,New Delhi,India,"24, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230412,28.573123,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,308
308,Sagar Ratna,New Delhi,India,"Central Market, Masudpur, Vasant Kunj, New Delhi",Vasant Kunj,"Vasant Kunj, New Delhi",77.155416,28.525131,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,133
309,Sagar Ratna,New Delhi,India,"B-2/1, Ashok Vihar Phase 2, New Delhi",Ashok Vihar Phase 2,"Ashok Vihar Phase 2, New Delhi",77.177948,28.693362,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,278
320,Sagar Ratna,New Delhi,India,"K-15, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.220409,28.635683,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,499
329,Viva Hyderabad,Gurgaon,India,"5, New Gurgaon Plaza, Old Delhi Road, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.044595,28.476412,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,70
338,Sage,Gurgaon,India,"Food Court, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.080123,28.48052,italian,900,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,205
345,Colonel's Kababz,New Delhi,India,"K 11, Som Vihar Apartments, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.173859,28.572432,indian,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.2,Orange,Average,67
349,"34, Chowringhee Lane",New Delhi,India,"G-37, Ground Floor, Westend Mall, Janakpuri, New Delhi","West End Mall, Janak Puri","West End Mall, Janak Puri, New Delhi",77.080281,28.6299,FAST FOOD,350,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,86
351,"34, Chowringhee Lane",New Delhi,India,"93, Opposite Venkateswara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.168468,28.588405,FAST FOOD,350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,345
355,New Kadimi,New Delhi,India,"1 & 2, C-5A, Kadimi Market, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.09442,28.615847,FAST FOOD,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,162
357,Bemisaal,New Delhi,India,"G-6, Janak Place, District Centre, Janakpuri, New Delhi","District Centre, Janakpuri","District Centre, Janakpuri, New Delhi",77.080052,28.63011,indian,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.4,Orange,Average,122
358,Halki Aanch,Gurgaon,India,"D-141, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","Shopping Mall, DLF Phase 1","Shopping Mall, DLF Phase 1, Gurgaon",77.099722,28.46563,indian,700,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,64
384,Domino's Pizza,Noida,India,"C-2/22, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.324888,28.570282,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,547
385,Domino's Pizza,Noida,India,"B-1/55, Central Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.362104,28.569979,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,161
386,Domino's Pizza,Noida,India,"Lower Ground, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.364908,28.597114,FAST FOOD,700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,98
387,Nirula's,Noida,India,"C-135, Near Sector 15 Metro Station, Sector 2, Noida",Sector 2,"Sector 2, Noida",77.313513,28.582249,FAST FOOD,1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,2.5,Orange,Average,221
390,Pizza Hut,Noida,India,"Ground Floor, Spice World Mall, Sector 25-A, Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.341313,28.58641,FAST FOOD,1000,Indian Rupees(Rs.),No,No,No,No,3,3.4,Orange,Average,144
393,Pizza Hut,Noida,India,"Ground Floor, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.364841,28.597342,FAST FOOD,1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.3,Orange,Average,113
394,Pizza Hut,Noida,India,"The Great India Place Mall, Sector 38 A, Noida, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.325513,28.567249,FAST FOOD,1000,Indian Rupees(Rs.),No,No,No,No,3,3.7,Yellow,Good,189
395,Pizza Hut Delivery,Noida,India,"5-10 & 12, Parsvanath Plaza, G Block, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.328325,28.577548,FAST FOOD,800,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,62
396,McDonald's,Noida,India,"P-16, Atta Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.324328,28.569209,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,403
399,McDonald's,Noida,India,"A-79A, Savoy Suite, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.315705,28.580139,FAST FOOD,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,135
404,Yo! China,New Delhi,India,"G-9, V3S Mall, Laxmi Nagar, New Delhi","V3S Mall, Laxmi Nagar","V3S Mall, Laxmi Nagar, New Delhi",77.286034,28.636704,Chinese,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,2,Red,Poor,191
409,Yo! China,Noida,India,"3rd Floor, The Great India Place Mall, Sector 38-A, Near, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.32625,28.567822,Chinese,1300,Indian Rupees(Rs.),No,Yes,No,No,3,2.6,Orange,Average,334
410,Naivedyam,New Delhi,India,"25/35, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.17602,28.643841,indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,359
412,Naivedyam,New Delhi,India,"F-12, Main Road, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.254273,28.541957,indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,495
420,Rajasthali,Gurgaon,India,"3rd Floor, MGF Metropolitan Mall, MG Road, Gurgaon","MGF Metropolitan Mall, MG Road","MGF Metropolitan Mall, MG Road, Gurgaon",77.080212,28.480835,"Gujarati, Rajasthani",750,Indian Rupees(Rs.),Yes,No,No,No,2,2.9,Orange,Average,501
422,Chor Bizarre - Hotel Broadway,New Delhi,India,"Hotel Broadway, 4/15/A, Daryaganj, New Delhi","Hotel Broadway, Daryaganj","Hotel Broadway, Daryaganj, New Delhi",77.237866,28.641043,indian,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.9,Yellow,Good,295
427,Sagar Ratna,Noida,India,"49-50, Ansal Fortune Arcade, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.322214,28.572128,indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,277
